_RAJ2000,_DEJ2000,KIC,Teff,log(g),Mass,Prot,e_Prot,Rper,LPH,w,dP/P
282.69464,44.31739,8346347,6262,4.32,1.1914,5.964,0.212,582.07,0.354,0.2817,0.035546613
281.71649,44.37515,8344638,6464,4.36,1.2628,3.474,0.082,1813.71,0.527,0.4137,0.0236039148
281.65579,44.36991,8344551,6445,4.31,1.2559,2.46,0.008,2458.33,0.935,0.6113,0.0032520325
281.43716,44.37041,8344231,5077,4.43,0.8542,23.441,0.323,6672.68,0.946,0.5669,0.0137792756
298.67459,44.2765,8322177,4888,4.57,0.8051,5.881,0.04,1143.9,0.736,0.4074,0.0068015644
297.23981,44.29112,8316286,3969,4.5,0.5306,15.955,0.132,4681.83,1.126,0.6232,0.0082732686
296.97662,44.21456,8315194,4109,4.57,0.5862,15.659,0.027,9185.91,1.29,0.7171,0.001724248
296.86258,44.26979,8314755,5379,4.45,0.9326,13.86,0.339,2209.72,0.685,0.4207,0.0244588745
296.83832,44.29026,8314668,5329,4.37,0.9195,9.761,0.269,8032.86,1.214,0.6635,0.0275586518
296.41879,44.23665,8313216,6166,4.36,1.1594,3.257,0.216,1040.88,0.43,0.2944,0.0663186982
296.3717,44.20917,8313059,6221,4.58,1.1776,2.434,0.044,1396.42,0.527,0.3573,0.0180772391
295.75381,44.29068,8311074,5011,4.25,0.8371,10.794,0.039,9253.59,0.842,0.4684,0.0036131184
290.73846,44.22158,8296853,5788,4.15,1.0443,20.277,0.059,1816.54,0.441,0.3091,0.0029097006
290.26276,44.24224,8295383,4616,4.13,0.7325,32.654,1.32,3369.6,0.576,0.3958,0.0404238378
289.61758,44.29272,8293571,4847,4.35,0.7944,18.758,0.099,18505.33,1.118,0.6641,0.0052777482
289.51529,44.24335,8293302,6452,4.22,1.2584,6.858,0.229,649.99,0.353,0.2578,0.0333916594
288.91162,44.29338,8291864,5687,4.48,1.0157,17.927,0.121,2794.92,0.808,0.5158,0.0067495956
285.79114,44.24628,8285664,6218,4.32,1.1766,3.485,0.056,20627.68,1.588,0.7666,0.0160688666
285.6362,44.27444,8285394,6052,4.15,1.1231,5.587,0.006,1482.16,1.28,0.7232,0.0010739216
284.22876,44.24573,8282865,6411,4.28,1.2435,5.554,0.009,1157.22,0.937,0.5711,0.0016204537
280.77634,44.24571,8277004,5865,4.23,1.0666,10.056,0.068,6723.11,1.16,0.6756,0.0067621321
280.63065,44.24521,8276811,5699,4.48,1.0191,8.156,0.028,10339.2,1.226,0.6905,0.0034330554
301.42783,44.15203,8266166,5073,4.32,0.8532,8.838,0.065,16605.97,1.487,0.7607,0.0073546051
300.88162,44.13319,8264134,4970,4.07,0.8265,11.07,0.008,16508.31,1.408,0.7536,0.0007226739
295.85983,44.10495,8245270,5696,4.49,1.0182,7.36,0.006,13010.29,1.476,0.7517,0.0008152174
291.71811,44.19553,8233110,6324,4.67,1.2126,1.17,0.102,1181.54,0.407,0.2817,0.0871794872
291.35513,44.1591,8232121,4162,4.46,0.6074,18.995,0.013,5588.8,0.99,0.5794,0.0006843906
291.25433,44.18092,8231835,5922,4.17,1.0834,13.327,0.038,4292.85,0.627,0.4575,0.0028513544
289.55756,44.14467,8226912,5611,4.93,0.9948,10.756,0.031,16017.44,1.035,0.6184,0.0028821123
289.39566,44.10483,8226510,5739,4.6,1.0303,20.411,0.539,2346.78,0.419,0.3051,0.0264073294
285.08124,44.14971,8218307,5785,4.39,1.0434,22.394,0.173,559.36,0.472,0.3066,0.0077252836
284.42822,44.15883,8217073,5393,4.33,0.9363,14.919,0.02,15244.6,1.299,0.6812,0.0013405724
282.42535,44.11706,8213064,5733,4.29,1.0286,23.422,0.466,761.99,0.392,0.2591,0.0198958244
295.42953,44.03665,8176536,4774,4.46,0.7751,24.336,0.057,12473.79,1.1,0.6081,0.0023422091
295.01141,44.09744,8175164,6374,4.4,1.2302,2.299,0.004,864.6,0.744,0.5019,0.0017398869
294.5788,44.09482,8173808,5726,4.55,1.0267,18.44,0.26,1655.85,0.431,0.3379,0.0140997831
294.21866,44.08559,8172692,4895,4.16,0.8069,25.364,0.086,13433.58,1.063,0.5865,0.0033906324
292.03485,44.06799,8166354,5705,4.38,1.0208,4.46,0.046,12171.89,1.255,0.67,0.0103139013
291.95447,44.02262,8166163,4127,4.42,0.5934,26.836,0.031,6679.53,0.989,0.587,0.0011551647
291.59647,44.06072,8165218,5044,4.39,0.8457,17.515,0.075,8587.3,0.957,0.5678,0.004282044
290.7085,44.0654,8162710,5617,4.47,0.9964,21.186,0.321,1065.25,0.338,0.264,0.0151515152
286.96185,44.0973,8153662,5717,4.43,1.0241,16.082,0.074,9442.36,1.012,0.5911,0.0046014177
285.38675,44.02456,8150746,5491,4.56,0.9623,20.048,0.226,14605.46,0.994,0.5741,0.0112729449
285.33307,44.07182,8150651,5878,4.5,1.0704,6.305,0.049,3533.12,0.822,0.5019,0.0077716098
285.31186,44.03789,8150612,5939,4.45,1.0885,12.97,0.037,1657.55,0.616,0.4526,0.0028527371
285.27328,44.08834,8150533,5426,4.89,0.945,19.372,0.042,4055.92,0.938,0.5752,0.0021680776
284.37247,44.06286,8148908,4915,4.52,0.8122,10.617,0.013,15495.51,1.453,0.7582,0.0012244514
283.24612,44.09864,8146678,5672,4.54,1.0116,6.818,0.007,8859.96,1.46,0.7585,0.001026694
282.86743,44.03593,8145996,6313,4.35,1.2088,4.267,0.081,1305.16,0.477,0.3577,0.018982892
282.68265,44.0279,8145676,4615,4.41,0.7323,39.99,2.444,6447.37,0.602,0.3416,0.0611152788
282.29349,44.01781,8144996,6372,4.3,1.2295,4.525,0.017,660.36,0.355,0.2893,0.0037569061
282.26175,44.09678,8144926,4783,4.46,0.7775,31.391,1.809,2684.65,0.538,0.383,0.0576279825
282.02277,44.048,8144578,6418,4.34,1.246,0.593,0.007,17189.26,1.528,0.7794,0.0118043845
300.76361,43.99013,8128926,3962,4.52,0.5278,17.601,0.371,6060.81,0.987,0.562,0.0210783478
300.14862,43.97204,8126486,6245,4.45,1.1856,0.476,0.007,3999.23,1.187,0.6529,0.0147058824
298.56964,43.95808,8120272,5268,4.13,0.9036,1.25,0.003,12135.3,1.768,0.8151,0.0024
296.52109,43.97426,8111895,5751,4.47,1.0337,1.753,0.009,20468.21,1.554,0.7652,0.0051340559
295.56827,43.96151,8108667,4787,4.55,0.7785,31.835,0.709,2968.91,0.425,0.3099,0.0222710853
294.33838,43.97474,8104863,6423,4.5,1.2478,3.015,0.083,2024.65,0.793,0.5484,0.0275290216
293.91028,43.96615,8103565,6208,4.48,1.1733,10.935,0.093,1680.85,0.9,0.5328,0.0085048011
292.43124,43.92238,8099318,6388,4.46,1.2352,3.747,0.03,1519.23,0.473,0.3651,0.0080064051
291.62531,43.99429,8097124,6105,4.45,1.1398,4.057,0.008,10697.22,0.86,0.5361,0.0019719004
291.5199,43.97034,8096830,6405,4.33,1.2413,5.989,0.094,2183.26,0.585,0.4169,0.0156954416
290.8161,43.97906,8094861,5454,4.63,0.9525,9.485,0.176,8456.05,1.07,0.6055,0.0185556141
290.78152,43.97543,8094756,5341,4.21,0.9227,16.302,0.085,20338.18,1.208,0.6622,0.0052140842
290.40036,43.93114,8093614,5104,4.72,0.8612,30.376,0.876,5636.1,0.778,0.4506,0.0288385568
290.25919,43.99626,8093034,4724,4.08,0.7617,28.938,0.221,3571.93,0.609,0.4252,0.0076370171
290.07358,43.97621,8092454,4984,4.2,0.8301,28.298,0.259,10229.74,0.796,0.4871,0.0091525903
290.05917,43.9345,8092402,5680,4.48,1.0138,18.452,0.206,2826.9,0.545,0.4075,0.0111641015
289.82001,43.97504,8091757,5871,4.56,1.0683,2.04,0.003,1850.55,1.238,0.6518,0.0014705882
289.36185,43.96763,8090616,5695,4.29,1.018,11.36,0.166,4601.3,1.362,0.7019,0.0146126761
289.32254,43.93164,8090521,5272,4,0.9047,29.131,0.958,3393.44,0.559,0.3604,0.0328859291
289.30014,43.93918,8090473,6192,4.34,1.168,18.323,0.095,2763.75,1.082,0.5521,0.0051847405
287.97327,43.99634,8087612,6090,4.67,1.135,11.453,1.013,808.36,0.308,0.2518,0.0884484415
287.42307,43.91677,8086510,6027,4.42,1.1153,12.625,0.295,3957.75,0.914,0.5519,0.0233663366
285.49918,43.97595,8082956,5490,4.37,0.9621,22.909,0.608,3747.97,0.529,0.3837,0.0265397879
284.85455,43.932,8081822,5733,4.82,1.0286,10.121,0.095,9621.44,1.066,0.639,0.0093864243
283.04483,43.91562,8078244,5428,4.74,0.9456,17.529,0.199,10088.47,1.145,0.6345,0.0113526157
281.49866,43.91793,8075482,5096,4.36,0.8591,23.079,0.272,3073.87,0.765,0.5101,0.011785606
281.25388,43.91072,8075128,4828,4.37,0.7894,25.868,0.154,10241.12,1.014,0.5767,0.0059533014
280.31924,43.99581,8073810,4276,4.6,0.6533,24.835,0.065,14110.51,1.077,0.6133,0.002617274
300.62091,43.89769,8059878,6212,4.3,1.1746,1.5,0.003,1065.91,0.616,0.4021,0.002
299.02908,43.89041,8053442,5821,4.17,1.0537,5.527,0.408,2297.16,0.552,0.3443,0.0738194319
297.13049,43.80866,8045482,6322,4.28,1.2119,1.867,0.014,781.39,0.557,0.3842,0.007498661
292.22995,43.88677,8029895,5803,4.09,1.0486,10.952,0.051,11482.57,1.042,0.6445,0.0046566837
290.96909,43.81414,8026419,5457,4.47,0.9533,19.821,0.538,2306.64,0.583,0.4088,0.0271429292
290.01929,43.84619,8023462,4953,4.71,0.8221,42.628,2.122,11009.75,0.576,0.3002,0.0497794877
290.01801,43.8458,8023454,6223,4.13,1.1782,21.44,0.153,1134.34,0.533,0.2925,0.007136194
289.44974,43.82239,8021999,4364,4.33,0.6888,31.332,0.585,2700.48,0.428,0.274,0.0186710073
287.89185,43.88642,8018614,6036,4.32,1.1181,12.693,0.196,1048.68,0.504,0.3714,0.015441582
287.2861,43.87467,8017379,5416,3.98,0.9424,6.408,0.007,16013.89,1.246,0.6597,0.0010923845
287.27728,43.85436,8017362,5083,4.58,0.8557,26.095,1.72,2296.57,0.418,0.2769,0.0659130102
286.80612,43.8916,8016413,5973,4.2,1.0988,9.083,0.34,5457.67,0.988,0.6254,0.0374325663
285.03561,43.80265,8013203,5036,4.43,0.8436,30.96,0.543,4446.09,0.687,0.4187,0.0175387597
283.4256,43.8772,8009932,4049,4.56,0.5622,20.837,0.459,2915.29,0.698,0.4198,0.0220281231
300.2868,43.77267,7989694,4309,4.61,0.6666,11.287,0.033,4321.58,1.115,0.5972,0.0029237176
299.6329,43.72282,7986966,5824,4.17,1.0546,9.713,0.026,3191.59,0.678,0.4422,0.0026768249
298.80688,43.79839,7983606,4907,4.3,0.8101,21.834,0.308,5707.38,0.679,0.4232,0.0141064395
296.88953,43.73015,7975698,5394,4.64,0.9366,23.38,0.665,659.41,0.389,0.2808,0.0284431138
296.33948,43.70019,7973819,6141,4.59,1.1513,10.931,0.141,568.69,0.375,0.2876,0.0128990943
291.49625,43.72113,7959162,5110,4.35,0.8627,11.525,0.037,12156.78,1.127,0.6125,0.0032104121
291.11237,43.75891,7958018,6010,4.55,1.1101,11.218,0.304,1001.83,0.42,0.3267,0.0270993047
290.45209,43.70251,7956132,5188,4.91,0.8829,9.659,0.023,16085.83,1.319,0.7029,0.0023811989
290.09039,43.70659,7954995,5706,4.62,1.021,17.557,1.158,1937.51,0.454,0.3417,0.0659565985
288.27228,43.77421,7950674,6135,4.31,1.1494,12.608,0.252,2636.13,0.548,0.37,0.0199873096
288.24051,43.71466,7950616,5562,4.74,0.9814,29.103,0.76,1317.59,0.64,0.3729,0.0261141463
287.60074,43.71544,7949259,6163,4.44,1.1585,5.055,0.007,11489.81,1.172,0.6922,0.0013847676
287.49167,43.70189,7949034,5759,4.38,1.036,17.686,0.845,2812.98,0.504,0.3803,0.0477779034
286.27554,43.74788,7946702,4910,4.34,0.8109,24.226,0.973,8727.79,0.79,0.5204,0.0401634607
284.67465,43.75896,7943764,4637,4.04,0.7383,9.871,0.009,12943.51,1.234,0.6396,0.0009117617
282.21085,43.72744,7938920,5420,4.58,0.9435,22.982,0.271,4393.73,0.531,0.3955,0.0117918371
280.77786,43.7688,7936831,5143,4.78,0.8713,16.438,0.093,10330.62,1.375,0.6794,0.0056576226
297.47311,43.68757,7909399,6353,4.43,1.2228,0.824,0.053,1069.01,0.752,0.4855,0.0643203883
294.61423,43.61716,7899309,6366,4.35,1.2274,3.38,0.003,10090.77,1.302,0.7114,0.000887574
293.20184,43.61406,7894915,5715,4.83,1.0236,14.429,0.402,3339.05,0.896,0.5786,0.0278605586
291.84177,43.69001,7891183,4765,4.54,0.7727,38.096,0.337,5854.79,0.648,0.3684,0.0088460731
286.91309,43.65646,7879005,6214,4.32,1.1752,8.45,0.031,594.2,0.327,0.2767,0.0036686391
282.8638,43.67452,7871438,3757,4.76,0.4486,2.85,0.005,52374.84,1.382,0.6669,0.001754386
282.57019,43.62344,7870958,5129,4.43,0.8676,23.754,0.702,4175.9,0.668,0.4527,0.0295529174
282.54916,43.63863,7870923,6431,4.39,1.2507,4.254,0.037,2435.51,0.639,0.465,0.0086976963
282.22903,43.61606,7870385,5071,4.37,0.8526,14.819,0.384,21265.8,1.246,0.7046,0.0259126797
293.31433,43.5659,7826705,5289,4.27,0.9091,10.695,0.089,9990.75,1.245,0.6843,0.0083216456
290.90173,43.5931,7819721,6290,4.28,1.2009,13.688,0.176,1138.12,0.482,0.2985,0.0128579778
289.66553,43.55369,7815970,5802,4.59,1.0483,16.755,0.439,1850.37,0.533,0.3972,0.026201134
288.62369,43.52785,7813427,4987,4.59,0.8309,29.189,0.785,2717.76,0.428,0.3056,0.0268936928
287.79144,43.57088,7811688,5408,4.4,0.9403,26.708,1.43,3892.06,0.615,0.395,0.0535420099
287.70261,43.54028,7811497,4989,4.25,0.8314,24.117,0.513,10863.48,0.948,0.5688,0.0212713024
286.49582,43.56824,7809022,4835,4.11,0.7912,8.987,0.061,10963.71,1.214,0.6292,0.0067875821
282.46262,43.59228,7801559,6154,4.33,1.1555,2.771,0.005,1399.7,0.538,0.3593,0.0018044027
282.44296,43.5796,7801532,5763,4.32,1.0371,19.275,0.186,859.32,0.377,0.2895,0.0096498054
281.55936,43.54676,7800137,5396,3.99,0.9371,21.005,0.675,8426.13,0.813,0.529,0.0321352059
281.38126,43.58651,7799843,4835,4.46,0.7912,28.046,0.835,4780.29,0.473,0.3168,0.0297725166
281.19861,43.52873,7799554,5941,4.26,1.0891,15.208,0.117,698.57,0.682,0.4536,0.0076933193
280.82043,43.51915,7799009,6437,4.25,1.2529,3.238,0.015,1843.21,0.556,0.4235,0.0046324892
297.55338,43.41868,7772109,4200,4.48,0.6227,15.89,0.005,9445.31,1.087,0.6106,0.0003146633
297.34409,43.45184,7771149,5801,4.39,1.048,7.756,0.065,3061.95,1.095,0.635,0.0083806086
297.2962,43.42933,7770929,5931,4.44,1.0861,17.629,0.064,1800.57,0.972,0.5444,0.0036303818
297.1235,43.45061,7770226,4930,3.93,0.8161,11.087,0.058,9868.23,1.389,0.7396,0.005231352
295.54764,43.46668,7764601,4739,4.26,0.7658,24.197,0.264,2043.9,0.615,0.3878,0.0109104434
295.05228,43.41473,7762928,6454,4.22,1.2592,5.23,0.204,2010.32,0.574,0.411,0.0390057361
293.08356,43.43725,7756621,4636,3.98,0.738,37.9,0.512,3275.45,0.581,0.3449,0.0135092348
291.40509,43.48809,7751906,5798,4.05,1.0471,3.992,0.013,1900.55,1.252,0.6685,0.003256513
290.51389,43.41547,7749366,5345,4.96,0.9237,30.029,0.41,1326.68,0.46,0.2953,0.0136534683
289.90063,43.49091,7747522,5517,4.39,0.9693,11.199,0.265,11729.3,1.15,0.6676,0.023662827
288.69965,43.41987,7744634,6115,4.38,1.143,12.371,0.336,1908.99,0.445,0.3187,0.0271602942
287.97858,43.42346,7743098,5852,4.46,1.0627,14.631,0.588,2895.53,0.613,0.4522,0.0401886406
287.66339,43.47145,7742408,4739,4.07,0.7658,26.63,0.046,8559.17,0.849,0.541,0.0017273751
286.31458,43.46262,7739672,5863,4.42,1.066,11.943,0.089,521.9,0.373,0.2612,0.007452064
285.91879,43.49735,7738921,5925,4.45,1.0843,14.594,0.217,2206.21,0.537,0.3968,0.0148691243
283.2291,43.43598,7733925,5198,4.35,0.8855,29.136,1.43,4529.33,0.616,0.3928,0.0490801757
282.39606,43.42547,7732522,5838,4.55,1.0587,8.196,0.026,11871.55,1.353,0.7269,0.0031722792
280.10611,43.42041,7729041,5300,4.6,0.912,23.135,0.06,6641.51,0.938,0.5496,0.0025934731
297.3317,43.35952,7700931,5326,4.8,0.9188,5.973,0.006,14032.19,1.214,0.6355,0.0010045203
296.70981,43.30586,7698258,5921,4.51,1.0831,2.585,0.005,7484.88,1.168,0.6325,0.001934236
296.61209,43.31244,7697881,6052,4.2,1.1231,11.396,0.059,780.79,0.494,0.3789,0.0051772552
296.4473,43.30053,7697317,5049,4.71,0.847,12.288,0.061,16429.31,1.212,0.6607,0.0049641927
294.96881,43.34181,7692304,5180,4.69,0.8808,21.368,0.247,7923.9,0.972,0.5861,0.0115593411
293.5376,43.37291,7687703,6307,4.7,1.2068,2.825,0.012,7000.77,1.124,0.6661,0.0042477876
293.2915,43.32802,7686976,4308,4.69,0.6662,22.259,0.038,13579.07,1.204,0.6483,0.0017071746
292.7879,43.30437,7685430,6387,4.42,1.2349,5.131,0.018,5044.49,1.028,0.6115,0.0035080881
290.41312,43.32293,7678493,5130,4.57,0.8679,6.952,0.009,25978.33,1.65,0.7436,0.0012945915
289.93671,43.37047,7677068,5284,4.63,0.9078,14.873,0.142,16352.71,1.084,0.6415,0.0095475022
288.92197,43.31656,7674440,4964,4.29,0.8249,7.679,0.012,22808.43,1.287,0.6569,0.0015627035
287.76306,43.30054,7671855,4112,4.62,0.5874,11.93,0.026,13457.98,1.295,0.6878,0.0021793797
286.66,43.32351,7669437,5016,4.44,0.8384,21.801,0.371,2378.28,0.717,0.4552,0.017017568
286.57397,43.34104,7669239,5078,4.58,0.8545,9.954,0.022,8835.73,1.235,0.6528,0.0022101668
286.38922,43.37542,7668880,5447,4.89,0.9506,8.016,0.012,13376.15,1.22,0.6632,0.001497006
286.26077,43.37961,7668623,6013,4.11,1.111,5.027,0.361,2669.57,1.261,0.7019,0.071812214
286.01181,43.34544,7668161,4836,4.28,0.7915,15.357,0.038,13953.15,1.282,0.7166,0.0024744416
284.03619,43.30113,7664485,5352,4.94,0.9256,3.156,0.005,27080.12,1.397,0.6973,0.0015842839
282.60159,43.32207,7661829,6133,4.44,1.1488,11.633,0.177,1226.07,0.37,0.2769,0.0152153357
282.46338,43.30074,7661598,6081,4.2,1.1322,4.725,0.009,10792.2,1.084,0.6378,0.0019047619
281.85184,43.33664,7660557,4974,4.53,0.8275,15.655,0.118,9504.08,1.338,0.6997,0.0075375279
281.84503,43.38483,7660548,6158,4.37,1.1568,10.13,0.402,1014.89,0.46,0.3469,0.0396841066
281.50351,43.38714,7660047,6262,4.41,1.1914,6.423,0.042,700.65,0.364,0.2947,0.0065390005
281.23669,43.37153,7659665,6330,4.39,1.2147,2.868,0.008,3712.59,0.928,0.5893,0.0027894003
280.68649,43.32705,7658882,4899,4.01,0.808,8.247,0.141,44255.7,1.629,0.759,0.0170971262
297.81683,43.25652,7630200,5446,4.66,0.9503,9.522,0.033,9463.67,0.997,0.5702,0.0034656585
294.86481,43.20534,7617977,5868,4.51,1.0674,4.516,0.027,7827.28,1.535,0.7789,0.0059787422
292.61768,43.29534,7610128,6243,4.41,1.1849,8.115,0.095,1809.21,0.57,0.416,0.011706716
290.84131,43.28162,7604631,5050,4.43,0.8472,19.477,0.126,13112.25,1.262,0.6523,0.0064691688
290.65878,43.27184,7604094,6016,4.55,1.1119,14.842,0.51,999.15,0.416,0.2999,0.0343619458
290.64658,43.21485,7604050,5589,4.5,0.9887,9.787,0.049,12499.72,1.267,0.7168,0.0050066415
290.2818,43.24325,7602845,5002,4.15,0.8348,18.056,0.189,26333.57,1.338,0.6738,0.0104674346
287.25214,43.27216,7595050,4857,4.53,0.797,11.976,0.162,7931.59,1.213,0.6491,0.0135270541
287.14423,43.27288,7594770,5636,4.38,1.0016,2.648,0.003,5733.31,1.487,0.7441,0.0011329305
285.81555,43.23738,7591886,5887,4.55,1.073,11.153,0.42,1472.95,0.398,0.2789,0.0376580292
283.39731,43.26036,7586869,5422,4.43,0.944,26.572,1.898,1504.3,0.396,0.2854,0.0714285714
281.04782,43.21259,7582602,5342,4.42,0.9229,1.6,0.004,60417.53,1.574,0.7675,0.0025
280.62714,43.21328,7581961,5990,4.29,1.1039,11.25,0.119,3895.94,0.662,0.482,0.0105777778
297.89816,43.18369,7552002,4570,4.56,0.7199,14.218,0.119,5487.47,1.151,0.6286,0.0083696722
295.85324,43.17926,7542652,5379,4.23,0.9326,7.137,0.019,26058.38,1.486,0.7663,0.002662183
294.58731,43.19231,7537597,4692,4.05,0.7532,9.543,0.011,14910.76,1.277,0.6582,0.0011526774
293.58005,43.12198,7533799,5778,4.62,1.0414,5.191,0.039,9006.26,1.265,0.6829,0.0075130033
293.3241,43.10495,7532880,5562,4.41,0.9814,2.187,0.007,43445.02,1.568,0.7714,0.0032007316
293.21851,43.10379,7532518,6394,4.64,1.2374,2.293,0.012,4596.14,1.084,0.659,0.0052333188
292.65707,43.14737,7530483,5358,4.45,0.9271,19.777,0.221,8614.78,0.812,0.5435,0.0111745968
292.29382,43.11783,7529290,5486,4.81,0.961,12.048,0.295,10892.45,1.212,0.6963,0.0244853918
290.66647,43.14406,7523985,5089,4.11,0.8573,19.935,0.075,14399.92,1.191,0.638,0.0037622272
287.72546,43.18629,7515468,6303,4.54,1.2054,4.398,0.004,4854.89,1.402,0.7247,0.0009095043
287.24268,43.1773,7514250,5695,4.1,1.018,25.161,1.665,1111.21,0.516,0.322,0.0661738405
286.12067,43.18497,7511552,6224,4.32,1.1786,7.227,0.045,646.14,0.492,0.3874,0.0062266501
283.94214,43.13645,7506620,5780,4.28,1.042,11.269,0.043,11467.7,1.083,0.6541,0.0038157778
283.56052,43.13856,7505823,5670,4.36,1.011,23.323,0.423,2136.17,0.666,0.4135,0.0181366034
283.28558,43.16184,7505185,5405,4.42,0.9395,19.086,0.158,9451.69,0.828,0.5546,0.0082783192
297.25485,43.02228,7466188,5963,4.65,1.0957,4.394,0.045,3999.11,0.87,0.5229,0.0102412381
296.73407,43.07569,7463623,6329,4.3,1.2144,0.56,0.009,2214.97,1.17,0.6569,0.0160714286
295.73566,43.04214,7459119,5343,4.21,0.9232,22.604,0.087,646.8,0.531,0.3763,0.0038488763
295.52164,43.06068,7458215,6369,4.31,1.2285,2.81,0.005,4560.56,0.992,0.6241,0.0017793594
293.6377,43.08263,7451094,5562,4.71,0.9814,1.856,0.009,542.97,0.524,0.3063,0.0048491379
293.10236,43.07489,7449212,5293,4.16,0.9102,16.977,0.399,3971.01,1.057,0.6425,0.0235023856
292.38568,43.08444,7446835,5398,4.4,0.9376,6.315,0.013,17547.99,1.14,0.612,0.0020585907
288.78903,43.0101,7435274,5788,4.33,1.0443,11.65,0.024,8805.33,1.045,0.6407,0.0020600858
288.09183,43.06757,7433457,4970,4.13,0.8265,4.969,0.046,38213.16,1.598,0.7976,0.0092573959
287.55829,43.08881,7432092,5811,4.23,1.0509,7.896,0.756,7807.7,1.18,0.6748,0.0957446809
286.80188,43.0879,7430238,5918,4.39,1.0822,17.198,0.273,988.48,0.564,0.3814,0.0158739388
286.61578,43.06782,7429808,5132,4.3,0.8684,7.651,0.003,17059.33,1.359,0.698,0.0003921056
286.31113,43.05854,7429072,5626,4.6,0.9989,22.44,0.459,925.36,0.473,0.3353,0.0204545455
286.22467,43.09028,7428862,5599,4.75,0.9915,9.4,0.035,9563.42,0.981,0.5787,0.0037234043
285.81522,43.06935,7427935,4887,4.34,0.8048,37.843,2.067,1233.7,0.443,0.2593,0.0546204054
282.9834,43.01486,7421353,4281,4.56,0.6553,17.507,0.169,9160.64,1.11,0.6357,0.0096532815
282.84912,43.09408,7421015,5252,4.5,0.8995,17.689,0.067,10001.06,1.176,0.6496,0.0037876647
281.78958,43.0659,7418596,4469,4.51,0.6916,24.296,0.19,4108.22,0.89,0.5637,0.0078202173
280.82556,43.08898,7416830,4199,4.57,0.6223,14.493,0.025,11294.04,1.398,0.73,0.0017249707
296.81311,42.96845,7381122,5608,4.69,0.9939,6.138,0.08,6816.15,0.613,0.3698,0.0130335614
295.91571,42.91291,7377364,4428,4.54,0.6799,11.228,0.028,11232.97,1.336,0.7056,0.0024937656
293.81448,42.91274,7369442,6233,4.62,1.1816,4.76,0.151,2582.43,0.365,0.2708,0.0317226891
293.55746,42.98766,7368574,5949,4.89,1.0915,4.608,0.089,2246.08,0.429,0.273,0.0193142361
293.36154,42.97932,7367924,5794,4.5,1.046,18.498,0.294,3218.65,0.575,0.3975,0.0158936101
291.92444,42.92206,7363238,6222,3.96,1.1779,2.208,0.007,9159.56,1.507,0.7792,0.0031702899
289.21014,42.93897,7354508,5714,4.36,1.0233,17.794,0.54,5388.47,0.803,0.5117,0.0303473081
288.2424,42.98578,7351854,5378,4.61,0.9324,28.908,0.176,858.84,0.766,0.4445,0.0060882801
287.48438,42.98553,7349958,5735,4.29,1.0292,16.031,0.486,4281.64,0.725,0.5011,0.0303162622
286.83691,42.90037,7348349,5609,4.48,0.9942,21.362,0.893,3002.58,0.4,0.313,0.0418032019
285.74649,42.94609,7345864,5367,4.4,0.9295,22.384,0.197,5225.54,0.597,0.4271,0.0088009292
283.06595,42.93373,7340082,5236,4.42,0.8953,11.636,0.031,11826.19,1.352,0.7279,0.0026641458
280.82648,42.90881,7335593,6225,4.4,1.1789,4.559,0.021,6413.61,1.019,0.6332,0.0046062733
280.77686,42.92454,7335514,4173,4.54,0.6118,13.386,0.031,20161.93,1.519,0.7362,0.0023158524
296.69473,42.88605,7299808,5643,4.5,1.0035,15.18,0.194,3415.23,0.842,0.564,0.0127799736
295.7182,42.86966,7295809,6073,4.45,1.1297,10.522,0.092,958.89,0.32,0.2634,0.0087435849
293.75119,42.8975,7288383,4322,4.46,0.6718,26.034,0.045,10377.02,1.232,0.6243,0.0017285089
293.35861,42.80666,7287028,5782,4.61,1.0425,11.636,0.091,15357.91,0.572,0.3857,0.0078205569
293.31409,42.82449,7286880,6364,4.14,1.2267,5.864,0.088,1233.46,0.479,0.3727,0.0150068213
292.92474,42.89706,7285641,4995,4.04,0.833,10.037,0.018,12535.63,1.207,0.6368,0.0017933646
289.18839,42.84648,7273688,4837,4.28,0.7917,15.657,0.038,19984.84,1.249,0.7055,0.0024270294
287.53937,42.82687,7269420,4852,4.24,0.7957,10.997,0.028,16412.29,1.327,0.6987,0.0025461489
286.94894,42.82167,7267949,5413,4.41,0.9416,25.109,0.457,2688.83,0.497,0.3572,0.0182006452
285.71005,42.80338,7265105,6142,4.37,1.1517,9.609,0.148,702.2,0.397,0.3208,0.0154022271
285.51047,42.82706,7264671,5041,4.49,0.8449,7.048,0.021,16784.28,1.2,0.6167,0.0029795687
281.91531,42.80761,7257095,5309,4.51,0.9143,11.036,0.047,8872.99,0.841,0.4868,0.0042587894
297.20541,42.73676,7220771,4620,4.02,0.7336,27.505,0.63,4970.07,0.648,0.4316,0.0229049264
296.60162,42.74436,7217965,5466,4.5,0.9557,25.656,1.905,613.75,0.496,0.3404,0.074251637
293.56235,42.72722,7206132,4182,4.5,0.6154,19.636,0.619,10825.1,1.211,0.6792,0.0315237319
292.59286,42.70669,7202882,6034,4.23,1.1175,11.49,0.321,457.47,0.491,0.3824,0.0279373368
291.83618,42.79557,7200510,5956,4.44,1.0936,14.115,0.142,2206.15,0.709,0.4734,0.0100602196
